EUR,2002-02-28,0.012588879822823307
EUR,2002-03-31,0.0031080925520892144
EUR,2002-04-30,0.03350929538673397
EUR,2002-05-31,0.035198756384632546
EUR,2002-06-30,0.06360613536415327
EUR,2002-07-31,-0.014925373134328401
EUR,2002-08-31,0.004914004914004844
EUR,2002-09-30,0.004584352078239595
EUR,2002-10-31,0.0028394686137309666
EUR,2002-11-30,0.00535949034280514
EUR,2002-12-31,0.05582377791188908
EUR,2003-01-31,0.02448318567209662
EUR,2003-02-28,0.004370466803050199
EUR,2003-03-31,0.00870289787982581
EUR,2003-04-30,0.025699862322166256
EUR,2003-05-31,0.05467561521252806
EUR,2003-06-30,-0.022653996266757348
EUR,2003-07-31,-0.024220852504557522
EUR,2003-08-31,-0.02322064056939499
EUR,2003-09-30,0.0626650878950723
EUR,2003-10-31,-0.007714065312419693
EUR,2003-11-30,0.03524229074889873
EUR,2003-12-31,0.05056320400500636
EUR,2004-01-31,-0.009292351679771271
EUR,2004-02-29,0.0009620009620008307
EUR,2004-03-31,-0.013775428479897434
EUR,2004-04-30,-0.027204807536137743
EUR,2004-05-31,0.017948075799315566
EUR,2004-06-30,-0.0018041659832704893
EUR,2004-07-31,-0.01355570161025299
EUR,2004-08-31,0.013908553343882746
EUR,2004-09-30,0.021110563495975176
EUR,2004-10-31,0.028316306009170455
EUR,2004-11-30,0.038957991081905785
EUR,2004-12-31,0.02040508997816426
EUR,2005-01-31,-0.038296930342384905
EUR,2005-02-28,0.014501649658559046
EUR,2005-03-31,-0.019664196036908166
EUR,2005-04-30,-0.00717481870081782
EUR,2005-05-31,-0.04382624912580624
EUR,2005-06-30,-0.017310036570499676
EUR,2005-07-31,0.002232881243797502
EUR,2005-08-31,0.018153312979618752
EUR,2005-09-30,-0.026177161844557872
EUR,2005-10-31,-0.001997336884154377
EUR,2005-11-30,-0.016594396264176137
EUR,2005-12-31,0.00305265835665236
EUR,2006-01-31,0.0276439259447121
EUR,2006-02-28,-0.019414281013491297
EUR,2006-03-31,0.016862416107382483
EUR,2006-04-30,0.040590710337431
EUR,2006-05-31,0.015777372552128632
EUR,2006-06-30,-0.0017951920074928962
EUR,2006-07-31,-0.0017984205176323487
EUR,2006-08-31,0.003133322888923651
EUR,2006-09-30,-0.010307668280493454
EUR,2006-10-31,0.00694334858765977
EUR,2006-11-30,0.03753330199028371
EUR,2006-12-31,-0.0033230118571104805
EUR,2007-01-31,-0.012427066757596528
EUR,2007-02-28,0.01473183457377436
EUR,2007-03-31,0.009603024574669217
EUR,2007-04-30,0.022019173157579397
EUR,2007-05-31,-0.014143338707313546
EUR,2007-06-30,0.006541291905151292
EUR,2007-07-31,0.010486670112990204
EUR,2007-08-31,-0.00401958634802313
EUR,2007-09-30,0.04681538009979458
EUR,2007-10-31,0.014860507500350506
EUR,2007-11-30,0.010636828291200606
EUR,2007-12-31,-0.0032804811372335596
EUR,2008-01-31,0.018787712561711523
EUR,2008-02-29,0.02227756090994748
EUR,2008-03-31,0.037724669168477165
EUR,2008-04-30,-0.009135896459840143
EUR,2008-05-31,-0.004097835830452201
EUR,2008-06-30,0.012858428700012858
EUR,2008-07-31,-0.009965722990986303
EUR,2008-08-31,-0.05937039174200165
EUR,2008-09-30,-0.037897893804103355
EUR,2008-10-31,-0.09805171803046409
EUR,2008-11-30,-0.0029848401539547265
EUR,2008-12-31,0.10068541715906387
EUR,2009-01-31,-0.08317228544842892
EUR,2009-02-28,-0.010695604652978252
EUR,2009-03-31,0.045059974747474696
EUR,2009-04-30,-0.0015102318205844067
EUR,2009-05-31,0.07033199727747097
EUR,2009-06-30,-0.008620080548293663
EUR,2009-07-31,0.015537025158577356
EUR,2009-08-31,0.005754789809811145
EUR,2009-09-30,0.021142976763659282
EUR,2009-10-31,0.00656006560065614
EUR,2009-11-30,0.0187372708757636
EUR,2009-12-31,-0.04544848727175799
EUR,2010-01-31,-0.03225356045797245
EUR,2010-02-28,-0.01702496032318568
EUR,2010-03-31,-0.008806693086745976
EUR,2010-04-30,-0.015992892047978713
EUR,2010-05-31,-0.07396538750940562
EUR,2010-06-30,-0.005931583651580308
EUR,2010-07-31,0.06669936243256491
EUR,2010-08-31,-0.027739463601532566
EUR,2010-09-30,0.07400693568726369
EUR,2010-10-31,0.023262640346371155
EUR,2010-11-30,-0.0688468158347677
EUR,2010-12-31,0.030884165126309426
EUR,2011-01-31,0.02293612252521471
EUR,2011-02-28,0.008179959100204526
EUR,2011-03-31,0.02644161112720944
EUR,2011-04-30,0.0451690309831323
EUR,2011-05-31,-0.02802349922344527
EUR,2011-06-30,0.006738918994025234
EUR,2011-07-31,-0.0064177765509627616
EUR,2011-08-31,-0.0013196277260730804
EUR,2011-09-30,-0.06905904443980804
EUR,2011-10-31,0.03518601523980269
EUR,2011-11-30,-0.0297322652810853
EUR,2011-12-31,-0.036370397917441344
EUR,2012-01-31,0.009570855202222894
EUR,2012-02-29,0.01857798165137603
EUR,2012-03-31,0.0011258725512273138
EUR,2012-04-30,-0.00727245464087567
EUR,2012-05-31,-0.06661128313571485
EUR,2012-06-30,0.0243547212557651
EUR,2012-07-31,-0.028672985781990512
EUR,2012-08-31,0.02268846060014651
EUR,2012-09-30,0.022344147582697316
EUR,2012-10-31,0.007622306914521371
EUR,2012-11-30,0.002315708220764101
EUR,2012-12-31,0.015941470927993695
EUR,2013-01-31,0.029108550636749442
EUR,2013-02-28,-0.03830288744843824
EUR,2013-03-31,-0.018152573529411797
EUR,2013-04-30,0.027069194164911492
EUR,2013-05-31,-0.013139905818016162
EUR,2013-06-30,0.002078042022627624
EUR,2013-07-31,0.021198156682027625
EUR,2013-08-31,-0.005866425992779645
EUR,2013-09-30,0.022998940838250936
EUR,2013-10-31,0.004733027658630373
EUR,2013-11-30,0.0
EUR,2013-12-31,0.01140880317974391
EUR,2014-01-31,-0.018484826431846346
EUR,2014-02-28,0.022985096759842838
EUR,2014-03-31,-0.0017395085888236572
EUR,2014-04-30,0.006534524068830372
EUR,2014-05-31,-0.016518791026473467
EUR,2014-06-30,0.004254070705588919
EUR,2014-07-31,-0.02227578147823539
EUR,2014-08-31,-0.018973631134682978
EUR,2014-09-30,-0.03830046447879387
EUR,2014-10-31,-0.008630245447347473
EUR,2014-11-30,-0.005989936905998028
EUR,2014-12-31,-0.028121484814398134
EUR,2015-01-31,-0.0660548941798943
EUR,2015-02-28,-0.009737098344693162
EUR,2015-03-31,-0.040046482524358606
EUR,2015-04-30,0.04395195083341075
EUR,2015-05-31,-0.021675140487021682
EUR,2015-06-30,0.014679066374908789
EUR,2015-07-31,-0.0133884446041872
EUR,2015-08-31,0.021675774134790382
EUR,2015-09-30,-0.004100552683187653
EUR,2015-10-31,-0.014411027568922319
EUR,2015-11-30,-0.03996003996004005
EUR,2015-12-31,0.027149749314161475
EUR,2016-01-31,-0.0026708417756493574
EUR,2016-02-29,0.005078954658786605
EUR,2016-03-31,0.0453877251010657
EUR,2016-04-30,0.006152223589383166
EUR,2016-05-31,-0.02760307477288615
EUR,2016-06-30,-0.0029644268774702276
EUR,2016-07-31,0.006487070907288839
EUR,2016-08-31,-0.0008951750067137665
EUR,2016-09-30,0.007078218797598845
EUR,2016-10-31,-0.023843416370106896
EUR,2016-11-30,-0.03426904848705781
EUR,2016-12-31,-0.0075500188750472486
EUR,2017-01-31,0.026531000380372483
EUR,2017-02-28,-0.020565076424270523
EUR,2017-03-31,0.008512248179324722
EUR,2017-04-30,0.02241395479696151
EUR,2017-05-31,0.030911759310218168
EUR,2017-06-30,0.016727466856482076
EUR,2017-07-31,0.0353548612934278
EUR,2017-08-31,0.00693094412982842
EUR,2017-09-30,-0.008394191219675995
EUR,2017-10-31,-0.013883010242952687
EUR,2017-11-30,0.020602626834921534
EUR,2017-12-31,0.009084027252081794
EUR,2018-01-31,0.03459198132866548
EUR,2018-02-28,-0.01772478246857878
EUR,2018-03-31,0.010744750656167978
EUR,2018-04-30,-0.01963807514403959
EUR,2018-05-31,-0.031123251386474537
EUR,2018-06-30,-0.0017941050832976924
EUR,2018-07-31,0.000171174255392037
EUR,2018-08-31,-0.007444805750470795
EUR,2018-09-30,0.00043107164410738363
EUR,2018-10-31,-0.024732850741123857
EUR,2018-11-30,0.00017672528055134862
EUR,2018-12-31,0.012987012987013102
EUR,2019-01-31,-0.001744287458573135
EUR,2019-02-28,-0.0065525074261751914
EUR,2019-03-31,-0.013103508926215701
EUR,2019-04-30,-0.0009802174300481692
EUR,2019-05-31,-0.0037463205780037256
EUR,2019-06-30,0.017817172531112924
EUR,2019-07-31,-0.025422237860661445
EUR,2019-08-31,-0.008123476848091116
EUR,2019-09-30,-0.008281008281008195
EUR,2019-10-31,0.023215268856670912
EUR,2019-11-30,-0.012016859474486719
EUR,2019-12-31,0.017790687119905613
EUR,2020-01-31,-0.010791046107197055
